symbol,source_timestamp,source_timestamp_utc,session_date,boundary_status,action_type,amount,numerator,denominator,split_ratio,raw_event_json
MDY,1158327000,2006-09-15T13:30:00+00:00,2006-09-15,IN_SCOPE,DIVIDEND,0.34,,,,"{""amount"":0.34,""date"":1158327000}"
MDY,1166193000,2006-12-15T14:30:00+00:00,2006-12-15,IN_SCOPE,DIVIDEND,0.599,,,,"{""amount"":0.599,""date"":1166193000}"
MDY,1174051800,2007-03-16T13:30:00+00:00,2007-03-16,IN_SCOPE,DIVIDEND,0.613,,,,"{""amount"":0.613,""date"":1174051800}"
MDY,1181914200,2007-06-15T13:30:00+00:00,2007-06-15,IN_SCOPE,DIVIDEND,0.424,,,,"{""amount"":0.424,""date"":1181914200}"
MDY,1190381400,2007-09-21T13:30:00+00:00,2007-09-21,IN_SCOPE,DIVIDEND,0.351,,,,"{""amount"":0.351,""date"":1190381400}"
MDY,1198247400,2007-12-21T14:30:00+00:00,2007-12-21,IN_SCOPE,DIVIDEND,0.447,,,,"{""amount"":0.447,""date"":1198247400}"
MDY,1206019800,2008-03-20T13:30:00+00:00,2008-03-20,IN_SCOPE,DIVIDEND,0.393,,,,"{""amount"":0.393,""date"":1206019800}"
MDY,1213968600,2008-06-20T13:30:00+00:00,2008-06-20,IN_SCOPE,DIVIDEND,0.435,,,,"{""amount"":0.435,""date"":1213968600}"
MDY,1221831000,2008-09-19T13:30:00+00:00,2008-09-19,IN_SCOPE,DIVIDEND,0.437,,,,"{""amount"":0.437,""date"":1221831000}"
MDY,1229697000,2008-12-19T14:30:00+00:00,2008-12-19,IN_SCOPE,DIVIDEND,0.555,,,,"{""amount"":0.555,""date"":1229697000}"
MDY,1237555800,2009-03-20T13:30:00+00:00,2009-03-20,IN_SCOPE,DIVIDEND,0.337,,,,"{""amount"":0.337,""date"":1237555800}"
MDY,1245418200,2009-06-19T13:30:00+00:00,2009-06-19,IN_SCOPE,DIVIDEND,0.394,,,,"{""amount"":0.394,""date"":1245418200}"
MDY,1253280600,2009-09-18T13:30:00+00:00,2009-09-18,IN_SCOPE,DIVIDEND,0.389,,,,"{""amount"":0.389,""date"":1253280600}"
MDY,1261146600,2009-12-18T14:30:00+00:00,2009-12-18,IN_SCOPE,DIVIDEND,0.488,,,,"{""amount"":0.488,""date"":1261146600}"
MDY,1269005400,2010-03-19T13:30:00+00:00,2010-03-19,IN_SCOPE,DIVIDEND,0.396,,,,"{""amount"":0.396,""date"":1269005400}"
MDY,1276867800,2010-06-18T13:30:00+00:00,2010-06-18,IN_SCOPE,DIVIDEND,0.369,,,,"{""amount"":0.369,""date"":1276867800}"
MDY,1284730200,2010-09-17T13:30:00+00:00,2010-09-17,IN_SCOPE,DIVIDEND,0.283,,,,"{""amount"":0.283,""date"":1284730200}"
MDY,1292596200,2010-12-17T14:30:00+00:00,2010-12-17,IN_SCOPE,DIVIDEND,0.456,,,,"{""amount"":0.456,""date"":1292596200}"
MDY,1300455000,2011-03-18T13:30:00+00:00,2011-03-18,IN_SCOPE,DIVIDEND,0.444,,,,"{""amount"":0.444,""date"":1300455000}"
MDY,1308317400,2011-06-17T13:30:00+00:00,2011-06-17,IN_SCOPE,DIVIDEND,0.469,,,,"{""amount"":0.469,""date"":1308317400}"
MDY,1316179800,2011-09-16T13:30:00+00:00,2011-09-16,IN_SCOPE,DIVIDEND,0.272,,,,"{""amount"":0.272,""date"":1316179800}"
MDY,1324045800,2011-12-16T14:30:00+00:00,2011-12-16,IN_SCOPE,DIVIDEND,0.529,,,,"{""amount"":0.529,""date"":1324045800}"
MDY,1331904600,2012-03-16T13:30:00+00:00,2012-03-16,IN_SCOPE,DIVIDEND,0.383,,,,"{""amount"":0.383,""date"":1331904600}"
MDY,1339767000,2012-06-15T13:30:00+00:00,2012-06-15,IN_SCOPE,DIVIDEND,0.51,,,,"{""amount"":0.51,""date"":1339767000}"
MDY,1348234200,2012-09-21T13:30:00+00:00,2012-09-21,IN_SCOPE,DIVIDEND,0.411,,,,"{""amount"":0.411,""date"":1348234200}"
MDY,1356100200,2012-12-21T14:30:00+00:00,2012-12-21,IN_SCOPE,DIVIDEND,0.816,,,,"{""amount"":0.816,""date"":1356100200}"
MDY,1363354200,2013-03-15T13:30:00+00:00,2013-03-15,IN_SCOPE,DIVIDEND,0.497,,,,"{""amount"":0.497,""date"":1363354200}"
MDY,1371821400,2013-06-21T13:30:00+00:00,2013-06-21,IN_SCOPE,DIVIDEND,0.736,,,,"{""amount"":0.736,""date"":1371821400}"
MDY,1379683800,2013-09-20T13:30:00+00:00,2013-09-20,IN_SCOPE,DIVIDEND,0.662,,,,"{""amount"":0.662,""date"":1379683800}"
MDY,1387549800,2013-12-20T14:30:00+00:00,2013-12-20,IN_SCOPE,DIVIDEND,0.71,,,,"{""amount"":0.71,""date"":1387549800}"
MDY,1395408600,2014-03-21T13:30:00+00:00,2014-03-21,IN_SCOPE,DIVIDEND,0.685,,,,"{""amount"":0.685,""date"":1395408600}"
MDY,1403271000,2014-06-20T13:30:00+00:00,2014-06-20,IN_SCOPE,DIVIDEND,0.779,,,,"{""amount"":0.779,""date"":1403271000}"
MDY,1411133400,2014-09-19T13:30:00+00:00,2014-09-19,IN_SCOPE,DIVIDEND,0.56,,,,"{""amount"":0.56,""date"":1411133400}"
MDY,1418999400,2014-12-19T14:30:00+00:00,2014-12-19,IN_SCOPE,DIVIDEND,1.074,,,,"{""amount"":1.074,""date"":1418999400}"
MDY,1426858200,2015-03-20T13:30:00+00:00,2015-03-20,IN_SCOPE,DIVIDEND,0.614,,,,"{""amount"":0.614,""date"":1426858200}"
MDY,1434720600,2015-06-19T13:30:00+00:00,2015-06-19,IN_SCOPE,DIVIDEND,0.924,,,,"{""amount"":0.924,""date"":1434720600}"
MDY,1442583000,2015-09-18T13:30:00+00:00,2015-09-18,IN_SCOPE,DIVIDEND,0.901,,,,"{""amount"":0.901,""date"":1442583000}"
MDY,1450449000,2015-12-18T14:30:00+00:00,2015-12-18,IN_SCOPE,DIVIDEND,1.003,,,,"{""amount"":1.003,""date"":1450449000}"
MDY,1458307800,2016-03-18T13:30:00+00:00,2016-03-18,IN_SCOPE,DIVIDEND,0.816,,,,"{""amount"":0.816,""date"":1458307800}"
MDY,1466170200,2016-06-17T13:30:00+00:00,2016-06-17,IN_SCOPE,DIVIDEND,0.848,,,,"{""amount"":0.848,""date"":1466170200}"
MDY,1474032600,2016-09-16T13:30:00+00:00,2016-09-16,IN_SCOPE,DIVIDEND,1.113,,,,"{""amount"":1.113,""date"":1474032600}"
MDY,1481898600,2016-12-16T14:30:00+00:00,2016-12-16,IN_SCOPE,DIVIDEND,1.165,,,,"{""amount"":1.165,""date"":1481898600}"
